Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A876494,*Harriet,04/21/2023 03:35:00 PM,Apr 2023,03/15/2021,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair,Tortie
A878894,Fletcher,04/21/2023 03:35:00 PM,Apr 2023,04/18/2022,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair,Brown Tabby/White
A878836,*Minnow,04/21/2023 03:35:00 PM,Apr 2023,04/17/2021,Transfer,Partner,Cat,Intact Female,2 years,Domestic Longhair,Gray Tabby
A878897,*Tish,04/21/2023 03:36:00 PM,Apr 2023,02/15/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A878896,A878896,04/21/2023 04:06:00 PM,Apr 2023,02/03/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Longhair Mix,Orange Tabby/White
A878895,A878895,04/21/2023 04:06:00 PM,Apr 2023,02/03/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A878901,A878901,04/21/2023 04:36:00 PM,Apr 2023,02/03/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Longhair Mix,Calico
A879135,203 Grams,04/21/2023 06:36:00 PM,Apr 2023,04/06/2023,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Black/White
A877423,*Catalina,04/21/2023 06:57:00 PM,Apr 2023,08/27/2022,Adoption,,Cat,Spayed Female,7 months,Domestic Shorthair,Black
A879154,,04/22/2023 11:36:00 AM,Apr 2023,03/22/2023,Euthanasia,Suffering,Cat,Unknown,4 weeks,Domestic Shorthair,Orange
A876430,*Butterball,04/22/2023 01:16:00 PM,Apr 2023,03/14/2022,Adoption,,Cat,Neutered Male,1 year,Siamese Mix,Flame Point
A879159,,04/22/2023 02:07:00 PM,Apr 2023,04/08/2023,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair,Brown Tabby
A879160,,04/22/2023 02:07:00 PM,Apr 2023,04/08/2023,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair,Brown Tabby
A879158,,04/22/2023 02:08:00 PM,Apr 2023,04/08/2023,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair,Torbie/White
A879151,,04/22/2023 02:13:00 PM,Apr 2023,04/07/2023,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair,Brown Tabby
A875235,Loki,04/22/2023 02:38:00 PM,Apr 2023,04/26/2019,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair,Black/White
A879167,,04/22/2023 03:27:00 PM,Apr 2023,04/07/2023,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Blue
A879166,,04/22/2023 03:27:00 PM,Apr 2023,04/07/2023,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair,Brown Tabby
A879165,,04/22/2023 03:27:00 PM,Apr 2023,04/07/2023,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Black
A877576,*Julius,04/22/2023 06:54:00 PM,Apr 2023,03/29/2020,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair,Orange Tabby/White
A878563,Ophelia,04/22/2023 06:58:00 PM,Apr 2023,04/13/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Cream Tabby
A879193,Galileo,04/22/2023 11:48:00 PM,Apr 2023,04/22/2021,Return to Owner,Field,Cat,Intact Male,2 years,Domestic Shorthair,Orange
A877544,*Sassafras,04/23/2023 01:05:00 PM,Apr 2023,03/28/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Brown Tabby
A878543,*Jiji,04/23/2023 01:46:00 PM,Apr 2023,04/13/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,White/Black
A879044,,04/24/2023 08:26:00 AM,Apr 2023,09/20/2022,Transfer,Snr,Cat,Intact Female,7 months,Domestic Shorthair,Black
A879007,A879007,04/24/2023 08:26:00 AM,Apr 2023,04/20/2021,Transfer,Snr,Cat,Intact Female,2 years,Domestic Shorthair,Brown Tabby
A879121,,04/24/2023 08:26:00 AM,Apr 2023,04/21/2022,Transfer,Snr,Cat,Intact Male,1 year,Domestic Shorthair,Brown Tabby
A878880,,04/24/2023 08:26:00 AM,Apr 2023,04/18/2021,Transfer,Snr,Cat,Intact Male,2 years,Domestic Shorthair,Brown Tabby/White
A879043,,04/24/2023 08:26:00 AM,Apr 2023,09/20/2022,Transfer,Snr,Cat,Unknown,7 months,Domestic Shorthair,Black
A878638,Snowboop,04/24/2023 11:31:00 AM,Apr 2023,05/14/2022,Transfer,Partner,Cat,Intact Male,11 months,Domestic Shorthair,Lynx Point
A879290,,04/24/2023 01:31:00 PM,Apr 2023,04/06/2023,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Orange Tabby
A879271,A879271,04/24/2023 01:32:00 PM,Apr 2023,04/10/2023,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair,Tortie
A876154,,04/24/2023 03:13:00 PM,Apr 2023,03/10/2022,Transfer,Snr,Cat,Neutered Male,1 year,Domestic Shorthair,White/Black
A877522,Willy,04/24/2023 04:03:00 PM,Apr 2023,03/28/2018,Adoption,,Cat,Neutered Male,5 years,Siamese Mix,Seal Point
A879140,Toby,04/24/2023 04:19:00 PM,Apr 2023,02/22/2023,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair,Blue Tabby
A879139,,04/24/2023 05:33:00 PM,Apr 2023,02/22/2023,Adoption,,Cat,Spayed Female,1 month,Domestic Longhair,Brown Tabby
A879137,,04/24/2023 05:36:00 PM,Apr 2023,02/22/2023,Adoption,,Cat,Spayed Female,1 month,Domestic Medium Hair,Seal Point
A878794,,04/24/2023 05:47:00 PM,Apr 2023,10/17/2022,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair,Blue/White
A878834,Benny,04/24/2023 05:56:00 PM,Apr 2023,04/17/2019,Adoption,,Cat,Neutered Male,4 years,Domestic Shorthair,Blue
A878877,,04/24/2023 06:01:00 PM,Apr 2023,10/18/2022,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair,Tortie
A879009,,04/24/2023 06:30:00 PM,Apr 2023,02/20/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair,Blue Tabby
A878914,,04/24/2023 06:39:00 PM,Apr 2023,02/09/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A878915,,04/24/2023 06:45:00 PM,Apr 2023,02/09/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Black/White
A879058,Wasabi,04/25/2023 09:12:00 AM,Apr 2023,04/20/2021,Transfer,Partner,Cat,Intact Female,2 years,Domestic Shorthair,Orange Tabby
A879059,Dumpling,04/25/2023 09:13:00 AM,Apr 2023,10/20/2021,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair,Calico
A878559,,04/25/2023 09:13:00 AM,Apr 2023,04/13/2021,Transfer,Partner,Cat,Intact Male,2 years,Domestic Shorthair,Black/White
A878775,Pinta,04/25/2023 09:38:00 AM,Apr 2023,04/16/2011,Transfer,Partner,Cat,Spayed Female,12 years,Domestic Shorthair Mix,Calico
A872510,,04/25/2023 10:54:00 AM,Apr 2023,01/11/2021,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair,Orange Tabby/White
A878795,,04/25/2023 12:28:00 PM,Apr 2023,10/17/2022,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair,Blue/White
A879380,114 Grams,04/25/2023 01:45:00 PM,Apr 2023,04/18/2023,Transfer,Partner,Cat,Intact Male,1 week,Domestic Shorthair Mix,Blue Tabby
A879382,269 Grams,04/25/2023 01:46:00 PM,Apr 2023,04/04/2023,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair,Silver Tabby
A879384,347 Grams,04/25/2023 01:46:00 PM,Apr 2023,04/04/2023,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair,Tortie
A879383,340 Grams,04/25/2023 01:46:00 PM,Apr 2023,04/04/2023,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair,Torbie
A879141,,04/25/2023 04:03:00 PM,Apr 2023,02/22/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Blue
A879097,Emmy,04/25/2023 04:26:00 PM,Apr 2023,04/21/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Longhair,Black/White
A876503,*Bluebonnet,04/25/2023 04:33:00 PM,Apr 2023,02/20/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Lynx Point
A876862,*Jazz,04/25/2023 04:38:00 PM,Apr 2023,03/21/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Blue
A878138,*Tabitha,04/25/2023 05:23:00 PM,Apr 2023,08/07/2022,Adoption,,Cat,Spayed Female,8 months,Domestic Shorthair,Brown Tabby
A879098,,04/25/2023 05:28:00 PM,Apr 2023,04/21/2022,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Blue/White
A879138,,04/25/2023 05:39:00 PM,Apr 2023,02/22/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A879197,A879197,04/26/2023 10:26:00 AM,Apr 2023,04/22/2021,Died,At Vet,Cat,Unknown,2 years,Domestic Shorthair,Gray Tabby
A879157,,04/26/2023 10:43:00 AM,Apr 2023,03/07/2023,Euthanasia,Suffering,Cat,Intact Female,1 month,Domestic Medium Hair,Black
A879216,,04/26/2023 01:15:00 PM,Apr 2023,03/28/2023,Transfer,Partner,Cat,Intact Male,4 weeks,Siamese,Lynx Point
A877863,Jax,04/26/2023 03:34:00 PM,Apr 2023,11/03/2021,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Flame Point
A878888,Parker,04/26/2023 04:20:00 PM,Apr 2023,09/18/2022,Adoption,,Cat,Spayed Female,7 months,Domestic Longhair Mix,Black/White
A875908,*Sweet Cheeks,04/26/2023 04:57:00 PM,Apr 2023,03/06/2020,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair,Blue Tabby/White
A857624,Goose,04/26/2023 05:30:00 PM,Apr 2023,03/26/2022,Rto-Adopt,,Cat,Neutered Male,1 year,Domestic Longhair Mix,Brown Tabby
A875757,*Toebeans,04/27/2023 07:51:00 AM,Apr 2023,03/04/2021,Adoption,Foster,Cat,Neutered Male,2 years,Domestic Shorthair,Brown Tabby
A878879,A878879,04/27/2023 09:14:00 AM,Apr 2023,04/18/2020,Transfer,Snr,Cat,Intact Male,3 years,Domestic Shorthair Mix,White/Cream Tabby
A878579,*Rooney,04/27/2023 11:14:00 AM,Apr 2023,04/13/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Black
A878580,*Kate,04/27/2023 11:15:00 AM,Apr 2023,04/13/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Black
A878281,Cookie,04/27/2023 02:04:00 PM,Apr 2023,04/10/2021,Rto-Adopt,,Cat,Spayed Female,2 years,Siamese,Seal Point
A877432,*Mocha,04/27/2023 02:38:00 PM,Apr 2023,02/20/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby/White
A877429,*Cocoa,04/27/2023 02:42:00 PM,Apr 2023,02/20/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby/White
A877431,*Fudge,04/27/2023 02:47:00 PM,Apr 2023,02/20/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby/White
A875488,*Bruce,04/27/2023 02:58:00 PM,Apr 2023,02/28/2019,Adoption,,Cat,Neutered Male,4 years,Domestic Shorthair,Blue
A878346,*Cake,04/27/2023 03:08:00 PM,Apr 2023,04/10/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby
A875978,*Brie,04/27/2023 04:35:00 PM,Apr 2023,02/07/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A879252,,04/27/2023 05:14:00 PM,Apr 2023,02/09/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Black
A878581,*Foxtrot,04/27/2023 06:38:00 PM,Apr 2023,04/13/2020,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair,Brown Tabby
A879319,Little,04/27/2023 06:55:00 PM,Apr 2023,11/21/2014,Return to Owner,,Cat,Neutered Male,8 years,Domestic Shorthair,Orange Tabby
A878549,,04/28/2023 12:22:00 PM,Apr 2023,04/11/2023,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Black
A878546,,04/28/2023 12:22:00 PM,Apr 2023,04/13/2022,Transfer,Partner,Cat,Intact Female,1 year,Domestic Medium Hair,Black
A878848,A878848,04/28/2023 12:22:00 PM,Apr 2023,04/18/2021,Transfer,Partner,Cat,Intact Male,2 years,Domestic Shorthair,Gray Tabby/Brown
A879110,,04/28/2023 12:23:00 PM,Apr 2023,03/21/2023,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair,Blue
A878551,,04/28/2023 12:23:00 PM,Apr 2023,04/11/2023,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Black
A878550,,04/28/2023 12:23:00 PM,Apr 2023,04/11/2023,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Black
A879109,,04/28/2023 12:23:00 PM,Apr 2023,04/21/2021,Transfer,Partner,Cat,Intact Female,2 years,Domestic Shorthair,Blue
A878552,,04/28/2023 12:23:00 PM,Apr 2023,04/11/2023,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair,Black/White
A879111,,04/28/2023 12:23:00 PM,Apr 2023,03/21/2023,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair,Black
A878553,,04/28/2023 12:23:00 PM,Apr 2023,04/11/2023,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Black/White
A879112,,04/28/2023 12:24:00 PM,Apr 2023,03/21/2023,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair,Black
A879113,,04/28/2023 12:24:00 PM,Apr 2023,03/21/2023,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair,Black
A878691,,04/28/2023 12:24:00 PM,Apr 2023,03/22/2023,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair,Black
A878690,,04/28/2023 12:24:00 PM,Apr 2023,03/22/2023,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair,Lilac Point
A878689,,04/28/2023 12:24:00 PM,Apr 2023,03/22/2023,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair,Lilac Point
A879114,,04/28/2023 12:24:00 PM,Apr 2023,03/21/2023,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair,Black Smoke
A879630,290 Grams,04/28/2023 04:15:00 PM,Apr 2023,04/07/2023,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair,Orange
A879632,262 Grams,04/28/2023 04:15:00 PM,Apr 2023,04/07/2023,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair,Torbie
A879631,212 Grams,04/28/2023 04:15:00 PM,Apr 2023,04/07/2023,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair,Orange
A879329,,04/28/2023 04:25:00 PM,Apr 2023,02/28/2023,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair,Orange Tabby/White
A869058,Cleopatra,04/28/2023 04:35:00 PM,Apr 2023,11/12/2018,Adoption,,Cat,Spayed Female,4 years,Domestic Shorthair,Black
A879412,A879412,04/29/2023 10:44:00 AM,Apr 2023,04/25/2021,Euthanasia,Suffering,Cat,Unknown,2 years,Domestic Shorthair,White/Gray Tabby
A879665,,04/29/2023 11:17:00 AM,Apr 2023,04/10/2023,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Medium Hair,Brown Tabby
A879664,,04/29/2023 11:17:00 AM,Apr 2023,04/10/2023,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Medium Hair,Torbie/White
A879663,,04/29/2023 11:17:00 AM,Apr 2023,04/10/2023,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Medium Hair,Torbie/White
A879666,,04/29/2023 11:17:00 AM,Apr 2023,04/10/2023,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Medium Hair,Blue Tabby
A879603,,04/29/2023 11:19:00 AM,Apr 2023,04/28/2023,Transfer,Partner,Cat,Intact Female,1 day,Domestic Shorthair,Tortie
A878668,*Myrtle,04/29/2023 11:19:00 AM,Apr 2023,04/14/2021,Transfer,Partner,Cat,Intact Female,2 years,Domestic Shorthair,Tortie
A879330,Yuki,04/29/2023 12:21:00 PM,Apr 2023,02/28/2023,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair,Orange Tabby/White
A879611,Panda,04/29/2023 01:54:00 PM,Apr 2023,04/28/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,White/Black
A877458,*Inky,04/29/2023 02:42:00 PM,Apr 2023,02/27/2023,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair,Black
A879695,,04/29/2023 02:58:00 PM,Apr 2023,03/01/2023,Transfer,Partner,Cat,Intact Male,1 month,Domestic Longhair,Orange Tabby
A879674,,04/29/2023 05:26:00 PM,Apr 2023,04/24/2023,Transfer,Partner,Cat,Intact Female,5 days,Domestic Shorthair,Cream
A879672,,04/29/2023 05:27:00 PM,Apr 2023,04/24/2023,Transfer,Partner,Cat,Intact Female,5 days,Domestic Shorthair,Cream
A879673,,04/29/2023 05:27:00 PM,Apr 2023,04/24/2023,Transfer,Partner,Cat,Intact Male,5 days,Domestic Shorthair,Cream
A879671,,04/29/2023 05:27:00 PM,Apr 2023,04/24/2023,Transfer,Partner,Cat,Intact Female,5 days,Domestic Longhair,Cream
A879668,,04/29/2023 05:28:00 PM,Apr 2023,04/24/2023,Transfer,Partner,Cat,Intact Male,5 days,Domestic Shorthair,Orange
A879670,,04/29/2023 05:28:00 PM,Apr 2023,04/24/2023,Transfer,Partner,Cat,Intact Female,5 days,Domestic Shorthair,Orange
A879669,,04/29/2023 05:28:00 PM,Apr 2023,04/24/2023,Transfer,Partner,Cat,Intact Female,5 days,Domestic Shorthair,Orange
A879702,,04/29/2023 05:29:00 PM,Apr 2023,04/25/2023,Transfer,Partner,Cat,Intact Female,4 days,Domestic Shorthair,Brown Tabby
A879667,,04/29/2023 05:29:00 PM,Apr 2023,04/24/2023,Transfer,Partner,Cat,Intact Male,5 days,Domestic Shorthair,White
A879703,,04/29/2023 05:30:00 PM,Apr 2023,04/25/2023,Transfer,Partner,Cat,Intact Female,4 days,Domestic Shorthair,Blue Tabby
A879701,,04/29/2023 05:30:00 PM,Apr 2023,04/25/2023,Transfer,Partner,Cat,Intact Male,4 days,Domestic Shorthair,Torbie
A879495,,04/30/2023 10:45:00 AM,Apr 2023,04/26/2021,Died,In Kennel,Cat,Intact Male,2 years,Domestic Medium Hair,Brown Tabby
A879718,,04/30/2023 11:09:00 AM,Apr 2023,04/29/2020,Died,In Kennel,Cat,Intact Female,3 years,Russian Blue,Blue
A878628,*Whitney,04/30/2023 12:14:00 PM,Apr 2023,04/14/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Brown Tabby
A878211,*Nom Nom,04/30/2023 04:23:00 PM,Apr 2023,04/08/2020,Adoption,,Cat,Neutered Male,3 years,Domestic Longhair,Blue Tabby/White
A879749,,04/30/2023 04:59:00 PM,Apr 2023,04/27/2023,Transfer,Partner,Cat,Intact Female,3 days,Domestic Shorthair Mix,Blue Tabby
A879750,,04/30/2023 05:00:00 PM,Apr 2023,04/27/2023,Transfer,Partner,Cat,Intact Male,3 days,Domestic Shorthair Mix,Blue Tabby
A879751,,04/30/2023 05:00:00 PM,Apr 2023,04/27/2023,Transfer,Partner,Cat,Intact Male,3 days,Domestic Shorthair Mix,Brown Tabby/White
A879752,,04/30/2023 05:00:00 PM,Apr 2023,04/27/2023,Transfer,Partner,Cat,Intact Male,3 days,Domestic Shorthair Mix,Brown Tabby/White
A877679,*Monica,04/30/2023 05:45:00 PM,Apr 2023,03/31/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Torbie
A878168,*Berry,04/30/2023 07:00:00 PM,Apr 2023,04/07/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Blue
A879602,,05/01/2023 01:37:00 PM,May 2023,04/28/2021,Transfer,Partner,Cat,Intact Female,2 years,Domestic Shorthair,Black
A878756,,05/01/2023 01:38:00 PM,May 2023,04/16/2021,Transfer,Partner,Cat,Intact Male,2 years,Domestic Shorthair,Brown Tabby
A879612,Vivi,05/01/2023 04:14:00 PM,May 2023,04/28/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Medium Hair,Calico
A879417,,05/01/2023 04:31:00 PM,May 2023,02/25/2023,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair,Lynx Point
A879415,,05/01/2023 04:31:00 PM,May 2023,03/03/2023,Adoption,,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby/White
A879834,,05/01/2023 04:32:00 PM,May 2023,04/01/2023,Transfer,Partner,Cat,Unknown,4 weeks,Domestic Shorthair,White/Black
A879435,,05/01/2023 04:42:00 PM,May 2023,02/25/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Black/White
A875676,*Turnip,05/01/2023 04:42:00 PM,May 2023,01/18/2023,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Black
A879436,,05/01/2023 04:42:00 PM,May 2023,02/25/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Black/White
A875678,*Rutabaga,05/01/2023 05:05:00 PM,May 2023,01/18/2023,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby
A879639,,05/01/2023 05:15:00 PM,May 2023,03/10/2023,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair,Silver Tabby
A877492,*Feisty,05/01/2023 06:08:00 PM,May 2023,04/04/2023,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair,Calico/White
A877491,*Fancy,05/01/2023 06:08:00 PM,May 2023,04/04/2023,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair,Brown Tabby/White
A879543,,05/01/2023 06:18:00 PM,May 2023,02/27/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby/White
A879402,,05/01/2023 06:25:00 PM,May 2023,02/01/2023,Adoption,,Cat,Spayed Female,2 months,Russian Blue,Blue
A879643,,05/01/2023 06:32:00 PM,May 2023,03/10/2023,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair,Black Tabby
A879549,A879549,05/02/2023 09:15:00 AM,May 2023,04/27/2022,Transfer,Snr,Cat,Intact Female,1 year,Domestic Shorthair,Black/White
A879276,,05/02/2023 09:15:00 AM,May 2023,10/24/2022,Transfer,Snr,Cat,Intact Male,6 months,Domestic Shorthair,Black/White
A879609,,05/02/2023 09:16:00 AM,May 2023,04/28/2021,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair,Black
A879635,,05/02/2023 10:45:00 AM,May 2023,10/28/2020,Euthanasia,Suffering,Cat,Intact Female,2 years,Domestic Shorthair,Black/White
A879613,Tigresa,05/02/2023 10:52:00 AM,May 2023,04/28/2021,Transfer,Partner,Cat,Intact Female,2 years,Domestic Shorthair,Torbie
A879318,Bk,05/02/2023 11:00:00 AM,May 2023,04/24/2020,Transfer,Partner,Cat,Intact Male,3 years,Domestic Shorthair Mix,Black/White
A830607,Theo,05/02/2023 11:43:00 AM,May 2023,03/12/2019,Return to Owner,,Cat,Neutered Male,4 years,Domestic Shorthair,Cream Tabby
A879768,78 Grams,05/02/2023 12:12:00 PM,May 2023,05/01/2023,Died,In Kennel,Cat,Unknown,1 day,Domestic Shorthair,Black
A879845,154 Grams,05/02/2023 12:48:00 PM,May 2023,04/28/2023,Transfer,Partner,Cat,Intact Male,4 days,Domestic Shorthair,Orange Tabby
A879844,112 Grams,05/02/2023 12:48:00 PM,May 2023,04/28/2023,Transfer,Partner,Cat,Intact Female,4 days,Domestic Shorthair,White
A879690,Babbi,05/02/2023 02:44:00 PM,May 2023,03/28/2018,Return to Owner,,Cat,Neutered Male,5 years,Domestic Shorthair,Brown Tabby
A879506,*Bandit,05/02/2023 04:28:00 PM,May 2023,01/26/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Black/White
A879399,*Smokey,05/02/2023 04:28:00 PM,May 2023,02/01/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Blue Tabby
A879398,,05/02/2023 04:30:00 PM,May 2023,02/01/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Blue Tabby
A879437,Pearl,05/02/2023 04:41:00 PM,May 2023,02/25/2023,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair,Black
A879529,Peach,05/02/2023 04:44:00 PM,May 2023,02/19/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Blue
A879400,,05/02/2023 04:57:00 PM,May 2023,02/25/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Blue Tabby
A879401,,05/02/2023 05:06:00 PM,May 2023,02/01/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Blue Tabby
A879489,*Lynx,05/02/2023 05:20:00 PM,May 2023,02/26/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Longhair,Brown Tabby
A879490,*Maya,05/02/2023 05:21:00 PM,May 2023,02/26/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A879397,,05/02/2023 05:33:00 PM,May 2023,02/01/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Blue Tabby
A879918,79 Grams,05/02/2023 05:50:00 PM,May 2023,05/01/2023,Died,In Kennel,Cat,Unknown,1 day,Domestic Shorthair,White
A879414,,05/02/2023 06:01:00 PM,May 2023,02/25/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby/White
A879919,108 Grams,05/02/2023 06:02:00 PM,May 2023,05/01/2023,Transfer,Partner,Cat,Unknown,1 day,Domestic Shorthair,White/Gray
A879912,121 Grams,05/02/2023 06:02:00 PM,May 2023,04/28/2023,Transfer,Partner,Cat,Intact Male,4 days,Domestic Shorthair,Black Tabby
A879917,83 Grams,05/02/2023 06:02:00 PM,May 2023,05/01/2023,Transfer,Partner,Cat,Unknown,1 day,Domestic Shorthair,White
A879910,116 Grams,05/02/2023 06:02:00 PM,May 2023,04/28/2023,Transfer,Partner,Cat,Intact Male,4 days,Domestic Shorthair,Brown Tabby
A879911,120 Grams,05/02/2023 06:02:00 PM,May 2023,04/28/2023,Transfer,Partner,Cat,Intact Female,4 days,Domestic Shorthair,Brown Tabby
A879900,138 Grams,05/02/2023 06:03:00 PM,May 2023,04/23/2023,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair,Calico
A879898,163 Grams,05/02/2023 06:03:00 PM,May 2023,04/23/2023,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair,White/Cream
A879899,145 Grams,05/02/2023 06:03:00 PM,May 2023,04/23/2023,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair,Orange Tabby/White
